Country,Pollution_Label,Pollution_Index,Pollution_Qualifier
Luxembourg,Dissatisfaction with Spending Time in the City,"16.92
Very Low",Very Low
Luxembourg,Dissatisfaction with Green and Parks in the City,"18.64
Very Low",Very Low
Macao,Air Pollution,"55.68
Moderate",Moderate
Macao,Drinking Water Pollution and Inaccessibility,"41.67
Moderate",Moderate
Macao,Dissatisfaction with Garbage Disposal,"68.06
High",High
Macao,Dirty and Untidy,"59.72
Moderate",Moderate
Macao,Noise and Light Pollution,"77.94
High",High
Macao,Water Pollution,"59.72
Moderate",Moderate
Macao,Dissatisfaction with Spending Time in the City,"57.50
Moderate",Moderate
Macao,Dissatisfaction with Green and Parks in the City,"66.67
High",High
Madagascar,Air Pollution,"74.31
High",High
Madagascar,Drinking Water Pollution and Inaccessibility,"73.44
High",High
Madagascar,Dissatisfaction with Garbage Disposal,"87.93
Very High",Very High
Madagascar,Dirty and Untidy,"82.81
Very High",Very High
Madagascar,Noise and Light Pollution,"46.88
Moderate",Moderate
Madagascar,Water Pollution,"80.83
Very High",Very High
Madagascar,Dissatisfaction with Spending Time in the City,"71.97
High",High
Madagascar,Dissatisfaction with Green and Parks in the City,"69.35
High",High
Malawi,Air Pollution,"42.86
Moderate",Moderate
Malawi,Drinking Water Pollution and Inaccessibility,"60.71
High",High
Malawi,Dissatisfaction with Garbage Disposal,"78.57
High",High
Malawi,Dirty and Untidy,"75.00
High",High
Malawi,Noise and Light Pollution,"35.71
Low",Low
Malawi,Water Pollution,"75.00
High",High
Malawi,Dissatisfaction with Spending Time in the City,"53.57
Moderate",Moderate
Malawi,Dissatisfaction with Green and Parks in the City,"62.50
High",High
Malaysia,Air Pollution,"52.77
Moderate",Moderate
Malaysia,Drinking Water Pollution and Inaccessibility,"43.94
Moderate",Moderate
Malaysia,Dissatisfaction with Garbage Disposal,"53.24
Moderate",Moderate
Malaysia,Dirty and Untidy,"52.98
Moderate",Moderate
Malaysia,Noise and Light Pollution,"49.25
Moderate",Moderate
Malaysia,Water Pollution,"61.24
High",High
Malaysia,Dissatisfaction with Spending Time in the City,"51.64
Moderate",Moderate
Malaysia,Dissatisfaction with Green and Parks in the City,"45.97
Moderate",Moderate
Maldives,Air Pollution,"61.03
High",High
Maldives,Drinking Water Pollution and Inaccessibility,"56.25
Moderate",Moderate
Maldives,Dissatisfaction with Garbage Disposal,"69.64
High",High
Maldives,Dirty and Untidy,"67.86
High",High
Maldives,Noise and Light Pollution,"52.78
Moderate",Moderate
Maldives,Water Pollution,"77.88
High",High
Maldives,Dissatisfaction with Spending Time in the City,"62.90
High",High
Maldives,Dissatisfaction with Green and Parks in the City,"69.44
High",High
Mali,Air Pollution,"85.00
Very High",Very High
Mali,Drinking Water Pollution and Inaccessibility,"50.00
Moderate",Moderate
Mali,Dissatisfaction with Garbage Disposal,"80.00
Very High",Very High
Mali,Dirty and Untidy,"90.00
Very High",Very High
Mali,Noise and Light Pollution,"43.75
Moderate",Moderate
Mali,Water Pollution,"62.50
High",High
Mali,Dissatisfaction with Spending Time in the City,"75.00
High",High
Mali,Dissatisfaction with Green and Parks in the City,"56.25
Moderate",Moderate
Malta,Air Pollution,"67.32
High",High
Malta,Drinking Water Pollution and Inaccessibility,"61.26
High",High
Malta,Dissatisfaction with Garbage Disposal,"61.83
High",High
Malta,Dirty and Untidy,"69.35
High",High
Malta,Noise and Light Pollution,"64.16
High",High
Malta,Water Pollution,"55.45
Moderate",Moderate
Malta,Dissatisfaction with Spending Time in the City,"60.98
High",High
Malta,Dissatisfaction with Green and Parks in the City,"77.70
High",High
Marshall_Islands,Air Pollution,"60.00
High",High
Marshall_Islands,Drinking Water Pollution and Inaccessibility,"85.00
Very High",Very High
Marshall_Islands,Dissatisfaction with Garbage Disposal,"90.00
Very High",Very High
Marshall_Islands,Dirty and Untidy,"100.00
Very High",Very High
Marshall_Islands,Noise and Light Pollution,"20.00
Low",Low
Marshall_Islands,Water Pollution,"100.00
Very High",Very High
Marshall_Islands,Dissatisfaction with Spending Time in the City,"83.33
Very High",Very High
Marshall_Islands,Dissatisfaction with Green and Parks in the City,"75.00
High",High
Martinique,Air Pollution,"47.50
Moderate",Moderate
Martinique,Drinking Water Pollution and Inaccessibility,"37.50
Low",Low
Martinique,Dissatisfaction with Garbage Disposal,"87.50
Very High",Very High
Martinique,Dirty and Untidy,"62.50
High",High
Martinique,Noise and Light Pollution,"62.50
High",High
Martinique,Water Pollution,"50.00
Moderate",Moderate
Martinique,Dissatisfaction with Spending Time in the City,"50.00
Moderate",Moderate
Martinique,Dissatisfaction with Green and Parks in the City,"87.50
Very High",Very High
Mauritania,Air Pollution,"70.83
High",High
Mauritania,Drinking Water Pollution and Inaccessibility,"58.33
Moderate",Moderate
Mauritania,Dissatisfaction with Garbage Disposal,"91.67
Very High",Very High
Mauritania,Dirty and Untidy,"87.50
Very High",Very High
Mauritania,Noise and Light Pollution,"62.50
High",High
Mauritania,Water Pollution,"50.00
Moderate",Moderate
Mauritania,Dissatisfaction with Spending Time in the City,"83.33
Very High",Very High
Mauritania,Dissatisfaction with Green and Parks in the City,"83.33
Very High",Very High
Mauritius,Air Pollution,"42.76
Moderate",Moderate
Mauritius,Drinking Water Pollution and Inaccessibility,"35.32
Low",Low
Mauritius,Dissatisfaction with Garbage Disposal,"51.98
Moderate",Moderate
Mauritius,Dirty and Untidy,"57.03
Moderate",Moderate
Mauritius,Noise and Light Pollution,"44.67
Moderate",Moderate
Mauritius,Water Pollution,"53.52
Moderate",Moderate
Mauritius,Dissatisfaction with Spending Time in the City,"50.70
Moderate",Moderate
Mauritius,Dissatisfaction with Green and Parks in the City,"59.38
Moderate",Moderate
Mexico,Air Pollution,"53.04
Moderate",Moderate
Mexico,Drinking Water Pollution and Inaccessibility,"42.79
Moderate",Moderate
Mexico,Dissatisfaction with Garbage Disposal,"47.77
Moderate",Moderate
Mexico,Dirty and Untidy,"54.79
Moderate",Moderate
Mexico,Noise and Light Pollution,"48.40
Moderate",Moderate
Mexico,Water Pollution,"55.34
Moderate",Moderate
Mexico,Dissatisfaction with Spending Time in the City,"42.75
Moderate",Moderate
Mexico,Dissatisfaction with Green and Parks in the City,"43.35
Moderate",Moderate
Micronesia,Air Pollution,"33.33
Low",Low
Micronesia,Drinking Water Pollution and Inaccessibility,"95.83
Very High",Very High
Micronesia,Dissatisfaction with Garbage Disposal,"91.67
Very High",Very High
Micronesia,Dirty and Untidy,"87.50
Very High",Very High
Micronesia,Noise and Light Pollution,"29.17
Low",Low
Micronesia,Water Pollution,"91.67
Very High",Very High
Micronesia,Dissatisfaction with Spending Time in the City,"70.83
High",High
Micronesia,Dissatisfaction with Green and Parks in the City,"75.00
High",High
Moldova,Air Pollution,"51.79
Moderate",Moderate
Moldova,Drinking Water Pollution and Inaccessibility,"53.18
Moderate",Moderate
Moldova,Dissatisfaction with Garbage Disposal,"64.29
High",High
Moldova,Dirty and Untidy,"62.95
High",High
Moldova,Noise and Light Pollution,"52.73
Moderate",Moderate
Moldova,Water Pollution,"62.27
High",High
Moldova,Dissatisfaction with Spending Time in the City,"42.27
Moderate",Moderate
Moldova,Dissatisfaction with Green and Parks in the City,"31.36
Low",Low
Monaco,Air Pollution,"71.00
High",High
Monaco,Drinking Water Pollution and Inaccessibility,"43.18
Moderate",Moderate
Monaco,Dissatisfaction with Garbage Disposal,"69.74
High",High
Monaco,Dirty and Untidy,"60.98
High",High
Monaco,Noise and Light Pollution,"86.59
Very High",Very High
Monaco,Water Pollution,"56.90
Moderate",Moderate
Monaco,Dissatisfaction with Spending Time in the City,"74.46
High",High
Monaco,Dissatisfaction with Green and Parks in the City,"70.51
High",High
Mongolia,Air Pollution,"87.12
Very High",Very High
Mongolia,Drinking Water Pollution and Inaccessibility,"53.70
Moderate",Moderate
Mongolia,Dissatisfaction with Garbage Disposal,"73.08
High",High
Mongolia,Dirty and Untidy,"71.30
High",High
Mongolia,Noise and Light Pollution,"47.73
Moderate",Moderate
Mongolia,Water Pollution,"67.92
High",High
Mongolia,Dissatisfaction with Spending Time in the City,"77.82
High",High
Mongolia,Dissatisfaction with Green and Parks in the City,"72.60
High",High
Montenegro,Air Pollution,"38.49
Low",Low
Montenegro,Drinking Water Pollution and Inaccessibility,"26.63
Low",Low
Montenegro,Dissatisfaction with Garbage Disposal,"56.82
Moderate",Moderate
Montenegro,Dirty and Untidy,"47.34
Moderate",Moderate
Montenegro,Noise and Light Pollution,"31.11
Low",Low
Montenegro,Water Pollution,"36.17
Low",Low
Montenegro,Dissatisfaction with Spending Time in the City,"29.63
Low",Low
Montenegro,Dissatisfaction with Green and Parks in the City,"44.02
Moderate",Moderate
Montserrat,Air Pollution,?,
Montserrat,Drinking Water Pollution and Inaccessibility,?,
Montserrat,Dissatisfaction with Garbage Disposal,?,
Montserrat,Dirty and Untidy,?,
Montserrat,Noise and Light Pollution,?,
Montserrat,Water Pollution,?,
Montserrat,Dissatisfaction with Spending Time in the City,?,
Montserrat,Dissatisfaction with Green and Parks in the City,?,
Morocco,Air Pollution,"62.46
High",High
Morocco,Drinking Water Pollution and Inaccessibility,"45.04
Moderate",Moderate
Morocco,Dissatisfaction with Garbage Disposal,"66.37
High",High
Morocco,Dirty and Untidy,"60.71
High",High
Morocco,Noise and Light Pollution,"54.11
Moderate",Moderate
Morocco,Water Pollution,"54.12
Moderate",Moderate
Morocco,Dissatisfaction with Spending Time in the City,"58.44
Moderate",Moderate
Morocco,Dissatisfaction with Green and Parks in the City,"59.23
Moderate",Moderate
Mozambique,Air Pollution,"45.83
Moderate",Moderate
Mozambique,Drinking Water Pollution and Inaccessibility,"79.00
High",High
Mozambique,Dissatisfaction with Garbage Disposal,"85.00
Very High",Very High
Mozambique,Dirty and Untidy,"80.00
Very High",Very High
Mozambique,Noise and Light Pollution,"47.00
Moderate",Moderate
Mozambique,Water Pollution,"72.92
High",High
Mozambique,Dissatisfaction with Spending Time in the City,"64.00
High",High
Mozambique,Dissatisfaction with Green and Parks in the City,"64.58
High",High
Myanmar,Air Pollution,"83.19
Very High",Very High
Myanmar,Drinking Water Pollution and Inaccessibility,"65.75
High",High
Myanmar,Dissatisfaction with Garbage Disposal,"87.68
Very High",Very High
Myanmar,Dirty and Untidy,"82.14
Very High",Very High
Myanmar,Noise and Light Pollution,"51.74
Moderate",Moderate
Myanmar,Water Pollution,"73.93
High",High
Myanmar,Dissatisfaction with Spending Time in the City,"76.04
High",High
Myanmar,Dissatisfaction with Green and Parks in the City,"66.55
High",High
Namibia,Air Pollution,"30.77
Low",Low
Namibia,Drinking Water Pollution and Inaccessibility,"33.33
Low",Low
Namibia,Dissatisfaction with Garbage Disposal,"35.14
Low",Low
Namibia,Dirty and Untidy,"35.00
Low",Low
Namibia,Noise and Light Pollution,"45.00
Moderate",Moderate
Namibia,Water Pollution,"44.08
Moderate",Moderate
Namibia,Dissatisfaction with Spending Time in the City,"28.21
Low",Low
Namibia,Dissatisfaction with Green and Parks in the City,"48.72
Moderate",Moderate
Nauru,Air Pollution,"100.00
Very High",Very High
Nauru,Drinking Water Pollution and Inaccessibility,"75.00
High",High
Nauru,Dissatisfaction with Garbage Disposal,"100.00
Very High",Very High
Nauru,Dirty and Untidy,"100.00
Very High",Very High
Nauru,Noise and Light Pollution,"50.00
Moderate",Moderate
Nauru,Water Pollution,"75.00
High",High
Nauru,Dissatisfaction with Spending Time in the City,"75.00
High",High
Nauru,Dissatisfaction with Green and Parks in the City,"75.00
High",High
Nepal,Air Pollution,"75.73
High",High
Nepal,Drinking Water Pollution and Inaccessibility,"64.41
High",High
Nepal,Dissatisfaction with Garbage Disposal,"75.00
High",High
Nepal,Dirty and Untidy,"72.68
High",High
Nepal,Noise and Light Pollution,"54.72
Moderate",Moderate
Nepal,Water Pollution,"75.59
High",High
Nepal,Dissatisfaction with Spending Time in the City,"68.42
High",High
Nepal,Dissatisfaction with Green and Parks in the City,"68.38
High",High
Netherlands,Air Pollution,"21.07
Low",Low
Netherlands,Drinking Water Pollution and Inaccessibility,"7.79
Very Low",Very Low
Netherlands,Dissatisfaction with Garbage Disposal,"20.61
Low",Low
Netherlands,Dirty and Untidy,"22.54
Low",Low
Netherlands,Noise and Light Pollution,"30.91
Low",Low
Netherlands,Water Pollution,"16.82
Very Low",Very Low
Netherlands,Dissatisfaction with Spending Time in the City,"12.17
Very Low",Very Low
Netherlands,Dissatisfaction with Green and Parks in the City,"17.47
Very Low",Very Low
New_Caledonia,Air Pollution,"55.00
Moderate",Moderate
New_Caledonia,Drinking Water Pollution and Inaccessibility,"25.00
Low",Low
New_Caledonia,Dissatisfaction with Garbage Disposal,"70.00
High",High
New_Caledonia,Dirty and Untidy,"70.00
High",High
New_Caledonia,Noise and Light Pollution,"45.00
Moderate",Moderate
New_Caledonia,Water Pollution,"55.00
Moderate",Moderate
New_Caledonia,Dissatisfaction with Spending Time in the City,"50.00
Moderate",Moderate
New_Caledonia,Dissatisfaction with Green and Parks in the City,"30.00
Low",Low
New_Zealand,Air Pollution,"17.38
Very Low",Very Low
New_Zealand,Drinking Water Pollution and Inaccessibility,"18.34
Very Low",Very Low
New_Zealand,Dissatisfaction with Garbage Disposal,"26.06
Low",Low
New_Zealand,Dirty and Untidy,"28.31
Low",Low
New_Zealand,Noise and Light Pollution,"37.94
Low",Low
New_Zealand,Water Pollution,"38.27
Low",Low
New_Zealand,Dissatisfaction with Spending Time in the City,"16.58
Very Low",Very Low
New_Zealand,Dissatisfaction with Green and Parks in the City,"17.99
Very Low",Very Low
Nicaragua,Air Pollution,"39.42
Low",Low
Nicaragua,Drinking Water Pollution and Inaccessibility,"50.93
Moderate",Moderate
Nicaragua,Dissatisfaction with Garbage Disposal,"69.79
High",High
Nicaragua,Dirty and Untidy,"71.15
High",High
Nicaragua,Noise and Light Pollution,"63.46
High",High
Nicaragua,Water Pollution,"73.08
High",High
Nicaragua,Dissatisfaction with Spending Time in the City,"48.08
Moderate",Moderate
Nicaragua,Dissatisfaction with Green and Parks in the City,"56.73
Moderate",Moderate
Niger,Air Pollution,"58.33
Moderate",Moderate
Niger,Drinking Water Pollution and Inaccessibility,"58.33
Moderate",Moderate
Niger,Dissatisfaction with Garbage Disposal,"50.00
Moderate",Moderate
Niger,Dirty and Untidy,"58.33
Moderate",Moderate
Niger,Noise and Light Pollution,"33.33
Low",Low
Niger,Water Pollution,"66.67
High",High
Niger,Dissatisfaction with Spending Time in the City,"41.67
Moderate",Moderate
Niger,Dissatisfaction with Green and Parks in the City,"41.67
Moderate",Moderate
Nigeria,Air Pollution,"79.49
High",High
Nigeria,Drinking Water Pollution and Inaccessibility,"64.29
High",High
Nigeria,Dissatisfaction with Garbage Disposal,"73.70
High",High
Nigeria,Dirty and Untidy,"73.06
High",High
Nigeria,Noise and Light Pollution,"70.97
High",High
Nigeria,Water Pollution,"79.35
High",High
Nigeria,Dissatisfaction with Spending Time in the City,"72.78
High",High
Nigeria,Dissatisfaction with Green and Parks in the City,"67.27
High",High
Niue,Air Pollution,"25.00
Low",Low
Niue,Drinking Water Pollution and Inaccessibility,"50.00
Moderate",Moderate
Niue,Dissatisfaction with Garbage Disposal,"75.00
High",High
Niue,Dirty and Untidy,"100.00
Very High",Very High
Niue,Noise and Light Pollution,"0.00
Very Low",Very Low
Niue,Water Pollution,"0.00
Very Low",Very Low
Niue,Dissatisfaction with Spending Time in the City,"75.00
High",High
Niue,Dissatisfaction with Green and Parks in the City,"75.00
High",High
North_Korea,Air Pollution,"56.25
Moderate",Moderate
North_Korea,Drinking Water Pollution and Inaccessibility,"68.75
High",High
North_Korea,Dissatisfaction with Garbage Disposal,"68.75
High",High
North_Korea,Dirty and Untidy,"53.12
Moderate",Moderate
North_Korea,Noise and Light Pollution,"43.75
Moderate",Moderate
North_Korea,Water Pollution,"71.88
High",High
North_Korea,Dissatisfaction with Spending Time in the City,"71.88
High",High
North_Korea,Dissatisfaction with Green and Parks in the City,"65.62
High",High
North_Macedonia,Air Pollution,"80.09
Very High",Very High
North_Macedonia,Drinking Water Pollution and Inaccessibility,"42.22
Moderate",Moderate
North_Macedonia,Dissatisfaction with Garbage Disposal,"71.48
High",High
North_Macedonia,Dirty and Untidy,"73.73
High",High
North_Macedonia,Noise and Light Pollution,"53.79
Moderate",Moderate
North_Macedonia,Water Pollution,"50.75
Moderate",Moderate
North_Macedonia,Dissatisfaction with Spending Time in the City,"71.22
High",High
North_Macedonia,Dissatisfaction with Green and Parks in the City,"65.96
High",High
Northern_Mariana_Islands,Air Pollution,"11.11
Very Low",Very Low
Northern_Mariana_Islands,Drinking Water Pollution and Inaccessibility,"44.44
Moderate",Moderate
Northern_Mariana_Islands,Dissatisfaction with Garbage Disposal,"58.33
Moderate",Moderate
Northern_Mariana_Islands,Dirty and Untidy,"44.44
Moderate",Moderate
Northern_Mariana_Islands,Noise and Light Pollution,"41.67
Moderate",Moderate
Northern_Mariana_Islands,Water Pollution,"58.33
Moderate",Moderate
Northern_Mariana_Islands,Dissatisfaction with Spending Time in the City,"19.44
Very Low",Very Low
Northern_Mariana_Islands,Dissatisfaction with Green and Parks in the City,"16.67
Very Low",Very Low
Norway,Air Pollution,"15.74
Very Low",Very Low
Norway,Drinking Water Pollution and Inaccessibility,"6.45
Very Low",Very Low
Norway,Dissatisfaction with Garbage Disposal,"16.88
Very Low",Very Low
Norway,Dirty and Untidy,"24.30
Low",Low
Norway,Noise and Light Pollution,"30.59
Low",Low
Norway,Water Pollution,"14.76
Very Low",Very Low
Norway,Dissatisfaction with Spending Time in the City,"10.44
Very Low",Very Low
Norway,Dissatisfaction with Green and Parks in the City,"20.32
Low",Low
Oman,Air Pollution,"31.44
Low",Low
Oman,Drinking Water Pollution and Inaccessibility,"29.44
Low",Low
Oman,Dissatisfaction with Garbage Disposal,"29.55
Low",Low
Oman,Dirty and Untidy,"21.43
Low",Low
Oman,Noise and Light Pollution,"34.07
Low",Low
Oman,Water Pollution,"35.88
Low",Low
Oman,Dissatisfaction with Spending Time in the City,"25.82
Low",Low
Oman,Dissatisfaction with Green and Parks in the City,"29.44
Low",Low
Pakistan,Air Pollution,"64.87
High",High
Pakistan,Drinking Water Pollution and Inaccessibility,"56.68
Moderate",Moderate
Pakistan,Dissatisfaction with Garbage Disposal,"66.52
High",High
Pakistan,Dirty and Untidy,"61.01
High",High
Pakistan,Noise and Light Pollution,"59.51
Moderate",Moderate
Pakistan,Water Pollution,"70.63
High",High
Pakistan,Dissatisfaction with Spending Time in the City,"57.56
Moderate",Moderate
Pakistan,Dissatisfaction with Green and Parks in the City,"52.04
Moderate",Moderate
Palau,Air Pollution,"0.00
Very Low",Very Low
Palau,Drinking Water Pollution and Inaccessibility,"50.00
Moderate",Moderate
Palau,Dissatisfaction with Garbage Disposal,"50.00
Moderate",Moderate
Palau,Dirty and Untidy,"41.67
Moderate",Moderate
Palau,Noise and Light Pollution,"0.00
Very Low",Very Low
Palau,Water Pollution,"8.33
Very Low",Very Low
Palau,Dissatisfaction with Spending Time in the City,"0.00
Very Low",Very Low
Palau,Dissatisfaction with Green and Parks in the City,"0.00
Very Low",Very Low
Palestine,Air Pollution,"53.79
Moderate",Moderate
Palestine,Drinking Water Pollution and Inaccessibility,"45.79
Moderate",Moderate
Palestine,Dissatisfaction with Garbage Disposal,"62.00
High",High
Palestine,Dirty and Untidy,"65.00
High",High
Palestine,Noise and Light Pollution,"55.21
Moderate",Moderate
Palestine,Water Pollution,"55.21
Moderate",Moderate
Palestine,Dissatisfaction with Spending Time in the City,"54.63
Moderate",Moderate
Palestine,Dissatisfaction with Green and Parks in the City,"72.92
High",High
Panama,Air Pollution,"42.27
Moderate",Moderate
Panama,Drinking Water Pollution and Inaccessibility,"33.61
Low",Low
Panama,Dissatisfaction with Garbage Disposal,"67.42
High",High
Panama,Dirty and Untidy,"63.20
High",High
Panama,Noise and Light Pollution,"59.89
Moderate",Moderate
Panama,Water Pollution,"56.74
Moderate",Moderate
Panama,Dissatisfaction with Spending Time in the City,"45.48
Moderate",Moderate
Panama,Dissatisfaction with Green and Parks in the City,"48.55
Moderate",Moderate
Papua_New_Guinea,Air Pollution,"63.19
High",High
Papua_New_Guinea,Drinking Water Pollution and Inaccessibility,"62.50
High",High
Papua_New_Guinea,Dissatisfaction with Garbage Disposal,"81.94
Very High",Very High
Papua_New_Guinea,Dirty and Untidy,"77.50
High",High
Papua_New_Guinea,Noise and Light Pollution,"57.89
Moderate",Moderate
Papua_New_Guinea,Water Pollution,"76.28
High",High
Papua_New_Guinea,Dissatisfaction with Spending Time in the City,"66.25
High",High
Papua_New_Guinea,Dissatisfaction with Green and Parks in the City,"73.03
High",High
Paraguay,Air Pollution,"55.92
Moderate",Moderate
Paraguay,Drinking Water Pollution and Inaccessibility,"43.18
Moderate",Moderate
Paraguay,Dissatisfaction with Garbage Disposal,"69.53
High",High
Paraguay,Dirty and Untidy,"74.26
High",High
Paraguay,Noise and Light Pollution,"52.21
Moderate",Moderate
Paraguay,Water Pollution,"65.15
High",High
Paraguay,Dissatisfaction with Spending Time in the City,"50.69
Moderate",Moderate
Paraguay,Dissatisfaction with Green and Parks in the City,"53.79
Moderate",Moderate
Peru,Air Pollution,"76.21
High",High
Peru,Drinking Water Pollution and Inaccessibility,"61.62
High",High
Peru,Dissatisfaction with Garbage Disposal,"65.11
High",High
Peru,Dirty and Untidy,"71.40
High",High
Peru,Noise and Light Pollution,"67.03
High",High
Peru,Water Pollution,"75.91
High",High
Peru,Dissatisfaction with Spending Time in the City,"64.11
High",High
Peru,Dissatisfaction with Green and Parks in the City,"54.71
Moderate",Moderate
Philippines,Air Pollution,"63.89
High",High
Philippines,Drinking Water Pollution and Inaccessibility,"46.10
Moderate",Moderate
Philippines,Dissatisfaction with Garbage Disposal,"65.00
High",High
Philippines,Dirty and Untidy,"62.13
High",High
Philippines,Noise and Light Pollution,"59.33
Moderate",Moderate
Philippines,Water Pollution,"73.81
High",High
Philippines,Dissatisfaction with Spending Time in the City,"61.03
High",High
Philippines,Dissatisfaction with Green and Parks in the City,"54.55
Moderate",Moderate
Poland,Air Pollution,"60.35
High",High
Poland,Drinking Water Pollution and Inaccessibility,"30.37
Low",Low
Poland,Dissatisfaction with Garbage Disposal,"35.80
Low",Low
Poland,Dirty and Untidy,"37.36
Low",Low
Poland,Noise and Light Pollution,"46.61
Moderate",Moderate
Poland,Water Pollution,"35.24
Low",Low
Poland,Dissatisfaction with Spending Time in the City,"48.11
Moderate",Moderate
Poland,Dissatisfaction with Green and Parks in the City,"33.27
Low",Low
Portugal,Air Pollution,"23.78
Low",Low
Portugal,Drinking Water Pollution and Inaccessibility,"17.11
Very Low",Very Low
Portugal,Dissatisfaction with Garbage Disposal,"30.02
Low",Low
Portugal,Dirty and Untidy,"33.71
Low",Low
Portugal,Noise and Light Pollution,"36.62
Low",Low
Portugal,Water Pollution,"27.66
Low",Low
Portugal,Dissatisfaction with Spending Time in the City,"17.54
Very Low",Very Low
Portugal,Dissatisfaction with Green and Parks in the City,"27.54
Low",Low
Puerto_Rico,Air Pollution,"34.56
Low",Low
Puerto_Rico,Drinking Water Pollution and Inaccessibility,"31.60
Low",Low
Puerto_Rico,Dissatisfaction with Garbage Disposal,"38.24
Low",Low
Puerto_Rico,Dirty and Untidy,"53.52
Moderate",Moderate
Puerto_Rico,Noise and Light Pollution,"53.31
Moderate",Moderate
Puerto_Rico,Water Pollution,"53.21
Moderate",Moderate
Puerto_Rico,Dissatisfaction with Spending Time in the City,"39.79
Low",Low
Puerto_Rico,Dissatisfaction with Green and Parks in the City,"57.75
Moderate",Moderate
Qatar,Air Pollution,"63.22
High",High
Qatar,Drinking Water Pollution and Inaccessibility,"35.74
Low",Low
Qatar,Dissatisfaction with Garbage Disposal,"32.81
Low",Low
Qatar,Dirty and Untidy,"31.94
Low",Low
Qatar,Noise and Light Pollution,"55.38
Moderate",Moderate
Qatar,Water Pollution,"44.50
Moderate",Moderate
Qatar,Dissatisfaction with Spending Time in the City,"49.33
Moderate",Moderate
Qatar,Dissatisfaction with Green and Parks in the City,"48.25
Moderate",Moderate
Republic_of_the_Congo,Air Pollution,"62.50
High",High
Republic_of_the_Congo,Drinking Water Pollution and Inaccessibility,"87.50
Very High",Very High
Republic_of_the_Congo,Dissatisfaction with Garbage Disposal,"100.00
Very High",Very High
Republic_of_the_Congo,Dirty and Untidy,"75.00
High",High
Republic_of_the_Congo,Noise and Light Pollution,"87.50
Very High",Very High
Republic_of_the_Congo,Water Pollution,"62.50
High",High
Republic_of_the_Congo,Dissatisfaction with Spending Time in the City,"50.00
Moderate",Moderate
Republic_of_the_Congo,Dissatisfaction with Green and Parks in the City,"25.00
Low",Low
Reunion,Air Pollution,"20.00
Low",Low
Reunion,Drinking Water Pollution and Inaccessibility,"50.00
Moderate",Moderate
Reunion,Dissatisfaction with Garbage Disposal,"56.25
Moderate",Moderate
Reunion,Dirty and Untidy,"43.75
Moderate",Moderate
Reunion,Noise and Light Pollution,"12.50
Very Low",Very Low
Reunion,Water Pollution,"25.00
Low",Low
Reunion,Dissatisfaction with Spending Time in the City,"20.00
Low",Low
Reunion,Dissatisfaction with Green and Parks in the City,"31.25
Low",Low
Romania,Air Pollution,"56.47
Moderate",Moderate
Romania,Drinking Water Pollution and Inaccessibility,"37.85
Low",Low
Romania,Dissatisfaction with Garbage Disposal,"54.44
Moderate",Moderate
Romania,Dirty and Untidy,"52.00
Moderate",Moderate
Romania,Noise and Light Pollution,"46.09
Moderate",Moderate
Romania,Water Pollution,"45.75
Moderate",Moderate
Romania,Dissatisfaction with Spending Time in the City,"44.92
Moderate",Moderate
Romania,Dissatisfaction with Green and Parks in the City,"46.95
Moderate",Moderate
Russia,Air Pollution,"56.50
Moderate",Moderate
Russia,Drinking Water Pollution and Inaccessibility,"41.82
Moderate",Moderate
Russia,Dissatisfaction with Garbage Disposal,"51.03
Moderate",Moderate
Russia,Dirty and Untidy,"47.09
Moderate",Moderate
Russia,Noise and Light Pollution,"47.77
Moderate",Moderate
Russia,Water Pollution,"50.27
Moderate",Moderate
Russia,Dissatisfaction with Spending Time in the City,"45.48
Moderate",Moderate
Russia,Dissatisfaction with Green and Parks in the City,"37.51
Low",Low
Rwanda,Air Pollution,"38.33
Low",Low
Rwanda,Drinking Water Pollution and Inaccessibility,"34.62
Low",Low
Rwanda,Dissatisfaction with Garbage Disposal,"20.00
Low",Low
Rwanda,Dirty and Untidy,"11.67
Very Low",Very Low
Rwanda,Noise and Light Pollution,"21.67
Low",Low
Rwanda,Water Pollution,"42.86
Moderate",Moderate
Rwanda,Dissatisfaction with Spending Time in the City,"28.57
Low",Low
Rwanda,Dissatisfaction with Green and Parks in the City,"35.00
Low",Low
Saint_Helena,Air Pollution,"0.00
Very Low",Very Low
Saint_Helena,Drinking Water Pollution and Inaccessibility,"50.00
Moderate",Moderate
Saint_Helena,Dissatisfaction with Garbage Disposal,"25.00
Low",Low
Saint_Helena,Dirty and Untidy,"50.00
Moderate",Moderate
Saint_Helena,Noise and Light Pollution,"0.00
Very Low",Very Low
Saint_Helena,Water Pollution,"25.00
Low",Low
Saint_Helena,Dissatisfaction with Spending Time in the City,"0.00
Very Low",Very Low
Saint_Helena,Dissatisfaction with Green and Parks in the City,"0.00
Very Low",Very Low
Saint_Kitts_And_Nevis,Air Pollution,"50.00
Moderate",Moderate
Saint_Kitts_And_Nevis,Drinking Water Pollution and Inaccessibility,"25.00
Low",Low
Saint_Kitts_And_Nevis,Dissatisfaction with Garbage Disposal,"25.00
Low",Low
Saint_Kitts_And_Nevis,Dirty and Untidy,"50.00
Moderate",Moderate
Saint_Kitts_And_Nevis,Noise and Light Pollution,"0.00
Very Low",Very Low
Saint_Kitts_And_Nevis,Water Pollution,"0.00
Very Low",Very Low
