Country,Pollution_Label,Pollution_Index,Pollution_Qualifier
Sint_Maarten,Dissatisfaction with Garbage Disposal,75.00,High
Sint_Maarten,Dirty and Untidy,62.50,High
Sint_Maarten,Noise and Light Pollution,54.17,Moderate
Sint_Maarten,Water Pollution,75.00,High
Sint_Maarten,Dissatisfaction with Spending Time in the City,65.00,High
Sint_Maarten,Dissatisfaction with Green and Parks in the City,75.00,High
Slovakia,Air Pollution,34.84,Low
Slovakia,Drinking Water Pollution and Inaccessibility,13.67,Very Low
Slovakia,Dissatisfaction with Garbage Disposal,33.67,Low
Slovakia,Dirty and Untidy,42.17,Moderate
Slovakia,Noise and Light Pollution,42.11,Moderate
Slovakia,Water Pollution,27.57,Low
Slovakia,Dissatisfaction with Spending Time in the City,26.52,Low
Slovakia,Dissatisfaction with Green and Parks in the City,40.20,Moderate
Slovenia,Air Pollution,25.85,Low
Slovenia,Drinking Water Pollution and Inaccessibility,4.35,Very Low
Slovenia,Dissatisfaction with Garbage Disposal,12.42,Very Low
Slovenia,Dirty and Untidy,13.55,Very Low
Slovenia,Noise and Light Pollution,36.85,Low
Slovenia,Water Pollution,16.94,Very Low
Slovenia,Dissatisfaction with Spending Time in the City,11.59,Very Low
Slovenia,Dissatisfaction with Green and Parks in the City,13.06,Very Low
Solomon_Islands,Air Pollution,59.72,Moderate
Solomon_Islands,Drinking Water Pollution and Inaccessibility,57.89,Moderate
Solomon_Islands,Dissatisfaction with Garbage Disposal,86.84,Very High
Solomon_Islands,Dirty and Untidy,81.58,Very High
Solomon_Islands,Noise and Light Pollution,64.47,High
Solomon_Islands,Water Pollution,85.00,Very High
Solomon_Islands,Dissatisfaction with Spending Time in the City,72.37,High
Solomon_Islands,Dissatisfaction with Green and Parks in the City,72.06,High
Somalia,Air Pollution,46.59,Moderate
Somalia,Drinking Water Pollution and Inaccessibility,50.00,Moderate
Somalia,Dissatisfaction with Garbage Disposal,67.86,High
Somalia,Dirty and Untidy,71.00,High
Somalia,Noise and Light Pollution,43.75,Moderate
Somalia,Water Pollution,60.23,High
Somalia,Dissatisfaction with Spending Time in the City,57.61,Moderate
Somalia,Dissatisfaction with Green and Parks in the City,75.00,High
South_Africa,Air Pollution,48.38,Moderate
South_Africa,Drinking Water Pollution and Inaccessibility,36.67,Low
South_Africa,Dissatisfaction with Garbage Disposal,45.32,Moderate
South_Africa,Dirty and Untidy,60.26,High
South_Africa,Noise and Light Pollution,43.53,Moderate
South_Africa,Water Pollution,59.36,Moderate
South_Africa,Dissatisfaction with Spending Time in the City,45.39,Moderate
South_Africa,Dissatisfaction with Green and Parks in the City,49.50,Moderate
South_Korea,Air Pollution,68.07,High
South_Korea,Drinking Water Pollution and Inaccessibility,28.28,Low
South_Korea,Dissatisfaction with Garbage Disposal,37.33,Low
South_Korea,Dirty and Untidy,36.91,Low
South_Korea,Noise and Light Pollution,49.91,Moderate
South_Korea,Water Pollution,37.59,Low
South_Korea,Dissatisfaction with Spending Time in the City,56.16,Moderate
South_Korea,Dissatisfaction with Green and Parks in the City,38.93,Low
South_Sudan,Air Pollution,31.25,Low
South_Sudan,Drinking Water Pollution and Inaccessibility,50.00,Moderate
South_Sudan,Dissatisfaction with Garbage Disposal,75.00,High
South_Sudan,Dirty and Untidy,50.00,Moderate
South_Sudan,Noise and Light Pollution,33.33,Low
South_Sudan,Water Pollution,75.00,High
South_Sudan,Dissatisfaction with Spending Time in the City,58.33,Moderate
South_Sudan,Dissatisfaction with Green and Parks in the City,75.00,High
Spain,Air Pollution,30.44,Low
Spain,Drinking Water Pollution and Inaccessibility,26.55,Low
Spain,Dissatisfaction with Garbage Disposal,27.62,Low
Spain,Dirty and Untidy,35.46,Low
Spain,Noise and Light Pollution,47.01,Moderate
Spain,Water Pollution,29.65,Low
Spain,Dissatisfaction with Spending Time in the City,24.72,Low
Spain,Dissatisfaction with Green and Parks in the City,31.12,Low
Sri_Lanka,Air Pollution,52.32,Moderate
Sri_Lanka,Drinking Water Pollution and Inaccessibility,35.02,Low
Sri_Lanka,Dissatisfaction with Garbage Disposal,58.33,Moderate
Sri_Lanka,Dirty and Untidy,47.91,Moderate
Sri_Lanka,Noise and Light Pollution,50.38,Moderate
Sri_Lanka,Water Pollution,57.38,Moderate
Sri_Lanka,Dissatisfaction with Spending Time in the City,47.65,Moderate
Sri_Lanka,Dissatisfaction with Green and Parks in the City,40.96,Moderate
Sudan,Air Pollution,51.25,Moderate
Sudan,Drinking Water Pollution and Inaccessibility,51.25,Moderate
Sudan,Dissatisfaction with Garbage Disposal,85.00,Very High
Sudan,Dirty and Untidy,73.75,High
Sudan,Noise and Light Pollution,55.00,Moderate
Sudan,Water Pollution,71.25,High
Sudan,Dissatisfaction with Spending Time in the City,52.50,Moderate
Sudan,Dissatisfaction with Green and Parks in the City,56.94,Moderate
Suriname,Air Pollution,39.29,Low
Suriname,Drinking Water Pollution and Inaccessibility,35.71,Low
Suriname,Dissatisfaction with Garbage Disposal,50.00,Moderate
Suriname,Dirty and Untidy,64.29,High
Suriname,Noise and Light Pollution,33.93,Low
Suriname,Water Pollution,57.14,Moderate
Suriname,Dissatisfaction with Spending Time in the City,36.54,Low
Suriname,Dissatisfaction with Green and Parks in the City,59.62,Moderate
Sweden,Air Pollution,14.69,Very Low
Sweden,Drinking Water Pollution and Inaccessibility,7.59,Very Low
Sweden,Dissatisfaction with Garbage Disposal,16.93,Very Low
Sweden,Dirty and Untidy,24.11,Low
Sweden,Noise and Light Pollution,26.24,Low
Sweden,Water Pollution,15.34,Very Low
Sweden,Dissatisfaction with Spending Time in the City,11.68,Very Low
Sweden,Dissatisfaction with Green and Parks in the City,15.93,Very Low
Switzerland,Air Pollution,20.45,Low
Switzerland,Drinking Water Pollution and Inaccessibility,10.56,Very Low
Switzerland,Dissatisfaction with Garbage Disposal,19.49,Very Low
Switzerland,Dirty and Untidy,18.40,Very Low
Switzerland,Noise and Light Pollution,37.44,Low
Switzerland,Water Pollution,19.31,Very Low
Switzerland,Dissatisfaction with Spending Time in the City,16.69,Very Low
Switzerland,Dissatisfaction with Green and Parks in the City,24.75,Low
Syria,Air Pollution,66.04,High
Syria,Drinking Water Pollution and Inaccessibility,57.14,Moderate
Syria,Dissatisfaction with Garbage Disposal,69.74,High
Syria,Dirty and Untidy,67.86,High
Syria,Noise and Light Pollution,59.52,Moderate
Syria,Water Pollution,59.15,Moderate
Syria,Dissatisfaction with Spending Time in the City,64.58,High
Syria,Dissatisfaction with Green and Parks in the City,64.63,High
Taiwan,Air Pollution,61.44,High
Taiwan,Drinking Water Pollution and Inaccessibility,45.92,Moderate
Taiwan,Dissatisfaction with Garbage Disposal,34.85,Low
Taiwan,Dirty and Untidy,43.96,Moderate
Taiwan,Noise and Light Pollution,59.39,Moderate
Taiwan,Water Pollution,58.36,Moderate
Taiwan,Dissatisfaction with Spending Time in the City,53.55,Moderate
Taiwan,Dissatisfaction with Green and Parks in the City,46.95,Moderate
Tajikistan,Air Pollution,53.85,Moderate
Tajikistan,Drinking Water Pollution and Inaccessibility,44.64,Moderate
Tajikistan,Dissatisfaction with Garbage Disposal,50.00,Moderate
Tajikistan,Dirty and Untidy,35.71,Low
Tajikistan,Noise and Light Pollution,36.54,Low
Tajikistan,Water Pollution,50.00,Moderate
Tajikistan,Dissatisfaction with Spending Time in the City,30.77,Low
Tajikistan,Dissatisfaction with Green and Parks in the City,33.33,Low
Tanzania,Air Pollution,43.75,Moderate
Tanzania,Drinking Water Pollution and Inaccessibility,57.93,Moderate
Tanzania,Dissatisfaction with Garbage Disposal,72.97,High
Tanzania,Dirty and Untidy,57.32,Moderate
Tanzania,Noise and Light Pollution,51.88,Moderate
Tanzania,Water Pollution,69.08,High
Tanzania,Dissatisfaction with Spending Time in the City,52.27,Moderate
Tanzania,Dissatisfaction with Green and Parks in the City,59.03,Moderate
Thailand,Air Pollution,70.49,High
Thailand,Drinking Water Pollution and Inaccessibility,50.90,Moderate
Thailand,Dissatisfaction with Garbage Disposal,59.13,Moderate
Thailand,Dirty and Untidy,62.34,High
Thailand,Noise and Light Pollution,57.21,Moderate
Thailand,Water Pollution,68.64,High
Thailand,Dissatisfaction with Spending Time in the City,63.53,High
Thailand,Dissatisfaction with Green and Parks in the City,58.08,Moderate
Timor,Air Pollution,36.11,Low
Timor,Drinking Water Pollution and Inaccessibility,62.50,High
Timor,Dissatisfaction with Garbage Disposal,81.25,Very High
Timor,Dirty and Untidy,75.00,High
Timor,Noise and Light Pollution,53.12,Moderate
Timor,Water Pollution,64.29,High
Timor,Dissatisfaction with Spending Time in the City,56.25,Moderate
Timor,Dissatisfaction with Green and Parks in the City,46.88,Moderate
Togo,Air Pollution,70.00,High
Togo,Drinking Water Pollution and Inaccessibility,75.00,High
Togo,Dissatisfaction with Garbage Disposal,62.50,High
Togo,Dirty and Untidy,75.00,High
Togo,Noise and Light Pollution,68.75,High
Togo,Water Pollution,81.25,Very High
Togo,Dissatisfaction with Spending Time in the City,62.50,High
Togo,Dissatisfaction with Green and Parks in the City,62.50,High
Tonga,Air Pollution,?,
Tonga,Drinking Water Pollution and Inaccessibility,?,
Tonga,Dissatisfaction with Garbage Disposal,?,
Tonga,Dirty and Untidy,?,
Tonga,Noise and Light Pollution,?,
Tonga,Water Pollution,?,
Tonga,Dissatisfaction with Spending Time in the City,?,
Tonga,Dissatisfaction with Green and Parks in the City,?,
Trinidad_And_Tobago,Air Pollution,55.08,Moderate
Trinidad_And_Tobago,Drinking Water Pollution and Inaccessibility,46.54,Moderate
Trinidad_And_Tobago,Dissatisfaction with Garbage Disposal,62.50,High
Trinidad_And_Tobago,Dirty and Untidy,71.48,High
Trinidad_And_Tobago,Noise and Light Pollution,55.56,Moderate
Trinidad_And_Tobago,Water Pollution,63.71,High
Trinidad_And_Tobago,Dissatisfaction with Spending Time in the City,58.87,Moderate
Trinidad_And_Tobago,Dissatisfaction with Green and Parks in the City,60.25,High
Tunisia,Air Pollution,60.03,High
Tunisia,Drinking Water Pollution and Inaccessibility,51.67,Moderate
Tunisia,Dissatisfaction with Garbage Disposal,72.19,High
Tunisia,Dirty and Untidy,71.30,High
Tunisia,Noise and Light Pollution,49.38,Moderate
Tunisia,Water Pollution,57.96,Moderate
Tunisia,Dissatisfaction with Spending Time in the City,57.56,Moderate
Tunisia,Dissatisfaction with Green and Parks in the City,68.71,High
Turkey,Air Pollution,61.77,High
Turkey,Drinking Water Pollution and Inaccessibility,46.04,Moderate
Turkey,Dissatisfaction with Garbage Disposal,40.91,Moderate
Turkey,Dirty and Untidy,49.83,Moderate
Turkey,Noise and Light Pollution,54.20,Moderate
Turkey,Water Pollution,51.74,Moderate
Turkey,Dissatisfaction with Spending Time in the City,51.03,Moderate
Turkey,Dissatisfaction with Green and Parks in the City,56.04,Moderate
Turkmenistan,Air Pollution,38.46,Low
Turkmenistan,Drinking Water Pollution and Inaccessibility,26.92,Low
Turkmenistan,Dissatisfaction with Garbage Disposal,21.15,Low
Turkmenistan,Dirty and Untidy,17.31,Very Low
Turkmenistan,Noise and Light Pollution,21.15,Low
Turkmenistan,Water Pollution,29.17,Low
Turkmenistan,Dissatisfaction with Spending Time in the City,22.92,Low
Turkmenistan,Dissatisfaction with Green and Parks in the City,23.08,Low
Turks_And_Caicos_Islands,Air Pollution,8.33,Very Low
Turks_And_Caicos_Islands,Drinking Water Pollution and Inaccessibility,25.00,Low
Turks_And_Caicos_Islands,Dissatisfaction with Garbage Disposal,33.33,Low
Turks_And_Caicos_Islands,Dirty and Untidy,58.33,Moderate
Turks_And_Caicos_Islands,Noise and Light Pollution,50.00,Moderate
Turks_And_Caicos_Islands,Water Pollution,41.67,Moderate
Turks_And_Caicos_Islands,Dissatisfaction with Spending Time in the City,33.33,Low
Turks_And_Caicos_Islands,Dissatisfaction with Green and Parks in the City,75.00,High
Uganda,Air Pollution,72.97,High
Uganda,Drinking Water Pollution and Inaccessibility,65.44,High
Uganda,Dissatisfaction with Garbage Disposal,83.87,Very High
Uganda,Dirty and Untidy,75.74,High
Uganda,Noise and Light Pollution,60.29,High
Uganda,Water Pollution,75.74,High
Uganda,Dissatisfaction with Spending Time in the City,69.12,High
Uganda,Dissatisfaction with Green and Parks in the City,67.42,High
Ukraine,Air Pollution,56.32,Moderate
Ukraine,Drinking Water Pollution and Inaccessibility,55.50,Moderate
Ukraine,Dissatisfaction with Garbage Disposal,58.35,Moderate
Ukraine,Dirty and Untidy,54.15,Moderate
Ukraine,Noise and Light Pollution,43.50,Moderate
Ukraine,Water Pollution,58.71,Moderate
Ukraine,Dissatisfaction with Spending Time in the City,44.78,Moderate
Ukraine,Dissatisfaction with Green and Parks in the City,33.34,Low
United_Arab_Emirates,Air Pollution,48.09,Moderate
United_Arab_Emirates,Drinking Water Pollution and Inaccessibility,32.21,Low
United_Arab_Emirates,Dissatisfaction with Garbage Disposal,31.30,Low
United_Arab_Emirates,Dirty and Untidy,25.43,Low
United_Arab_Emirates,Noise and Light Pollution,50.08,Moderate
United_Arab_Emirates,Water Pollution,37.79,Low
United_Arab_Emirates,Dissatisfaction with Spending Time in the City,36.62,Low
United_Arab_Emirates,Dissatisfaction with Green and Parks in the City,40.57,Moderate
United_Kingdom,Air Pollution,37.28,Low
United_Kingdom,Drinking Water Pollution and Inaccessibility,24.84,Low
United_Kingdom,Dissatisfaction with Garbage Disposal,39.66,Low
United_Kingdom,Dirty and Untidy,46.64,Moderate
United_Kingdom,Noise and Light Pollution,46.49,Moderate
United_Kingdom,Water Pollution,30.96,Low
United_Kingdom,Dissatisfaction with Spending Time in the City,29.85,Low
United_Kingdom,Dissatisfaction with Green and Parks in the City,25.26,Low
United_States,Air Pollution,28.19,Low
United_States,Drinking Water Pollution and Inaccessibility,28.12,Low
United_States,Dissatisfaction with Garbage Disposal,28.46,Low
United_States,Dirty and Untidy,39.18,Low
United_States,Noise and Light Pollution,46.40,Moderate
United_States,Water Pollution,43.23,Moderate
United_States,Dissatisfaction with Spending Time in the City,24.55,Low
United_States,Dissatisfaction with Green and Parks in the City,28.88,Low
Uruguay,Air Pollution,29.40,Low
Uruguay,Drinking Water Pollution and Inaccessibility,27.36,Low
Uruguay,Dissatisfaction with Garbage Disposal,66.43,High
Uruguay,Dirty and Untidy,62.15,High
Uruguay,Noise and Light Pollution,49.05,Moderate
Uruguay,Water Pollution,45.56,Moderate
Uruguay,Dissatisfaction with Spending Time in the City,33.33,Low
Uruguay,Dissatisfaction with Green and Parks in the City,34.67,Low
Us_Virgin_Islands,Air Pollution,0.00,Very Low
Us_Virgin_Islands,Drinking Water Pollution and Inaccessibility,25.00,Low
Us_Virgin_Islands,Dissatisfaction with Garbage Disposal,39.29,Low
Us_Virgin_Islands,Dirty and Untidy,35.71,Low
Us_Virgin_Islands,Noise and Light Pollution,14.29,Very Low
Us_Virgin_Islands,Water Pollution,14.29,Very Low
Us_Virgin_Islands,Dissatisfaction with Spending Time in the City,10.71,Very Low
Us_Virgin_Islands,Dissatisfaction with Green and Parks in the City,32.14,Low
Uzbekistan,Air Pollution,50.00,Moderate
Uzbekistan,Drinking Water Pollution and Inaccessibility,31.12,Low
Uzbekistan,Dissatisfaction with Garbage Disposal,50.00,Moderate
Uzbekistan,Dirty and Untidy,42.86,Moderate
Uzbekistan,Noise and Light Pollution,45.41,Moderate
Uzbekistan,Water Pollution,47.34,Moderate
Uzbekistan,Dissatisfaction with Spending Time in the City,43.48,Moderate
Uzbekistan,Dissatisfaction with Green and Parks in the City,35.64,Low
Vanuatu,Air Pollution,25.00,Low
Vanuatu,Drinking Water Pollution and Inaccessibility,12.50,Very Low
Vanuatu,Dissatisfaction with Garbage Disposal,56.25,Moderate
Vanuatu,Dirty and Untidy,50.00,Moderate
Vanuatu,Noise and Light Pollution,65.00,High
Vanuatu,Water Pollution,70.00,High
Vanuatu,Dissatisfaction with Spending Time in the City,25.00,Low
Vanuatu,Dissatisfaction with Green and Parks in the City,20.83,Low
Venezuela,Air Pollution,59.04,Moderate
Venezuela,Drinking Water Pollution and Inaccessibility,70.98,High
Venezuela,Dissatisfaction with Garbage Disposal,81.10,Very High
Venezuela,Dirty and Untidy,77.62,High
Venezuela,Noise and Light Pollution,47.92,Moderate
Venezuela,Water Pollution,75.60,High
Venezuela,Dissatisfaction with Spending Time in the City,58.60,Moderate
Venezuela,Dissatisfaction with Green and Parks in the City,58.93,Moderate
Vietnam,Air Pollution,78.29,High
Vietnam,Drinking Water Pollution and Inaccessibility,56.60,Moderate
Vietnam,Dissatisfaction with Garbage Disposal,76.27,High
Vietnam,Dirty and Untidy,71.17,High
Vietnam,Noise and Light Pollution,64.95,High
Vietnam,Water Pollution,73.56,High
Vietnam,Dissatisfaction with Spending Time in the City,69.71,High
Vietnam,Dissatisfaction with Green and Parks in the City,58.31,Moderate
Wallis_And_Futuna,Air Pollution,?,
Wallis_And_Futuna,Drinking Water Pollution and Inaccessibility,?,
Wallis_And_Futuna,Dissatisfaction with Garbage Disposal,?,
Wallis_And_Futuna,Dirty and Untidy,?,
Wallis_And_Futuna,Noise and Light Pollution,?,
Wallis_And_Futuna,Water Pollution,?,
Wallis_And_Futuna,Dissatisfaction with Spending Time in the City,?,
Wallis_And_Futuna,Dissatisfaction with Green and Parks in the City,?,
Western_Sahara,Air Pollution,?,
Western_Sahara,Drinking Water Pollution and Inaccessibility,?,
Western_Sahara,Dissatisfaction with Garbage Disposal,?,
Western_Sahara,Dirty and Untidy,?,
Western_Sahara,Noise and Light Pollution,?,
Western_Sahara,Water Pollution,?,
Western_Sahara,Dissatisfaction with Spending Time in the City,?,
Western_Sahara,Dissatisfaction with Green and Parks in the City,?,
Yemen,Air Pollution,69.64,High
Yemen,Drinking Water Pollution and Inaccessibility,71.43,High
Yemen,Dissatisfaction with Garbage Disposal,85.71,Very High
Yemen,Dirty and Untidy,82.14,Very High
Yemen,Noise and Light Pollution,50.00,Moderate
Yemen,Water Pollution,67.86,High
Yemen,Dissatisfaction with Spending Time in the City,69.64,High
Yemen,Dissatisfaction with Green and Parks in the City,82.69,Very High
Zambia,Air Pollution,55.88,Moderate
Zambia,Drinking Water Pollution and Inaccessibility,68.42,High
Zambia,Dissatisfaction with Garbage Disposal,84.21,Very High
Zambia,Dirty and Untidy,78.95,High
Zambia,Noise and Light Pollution,72.22,High
Zambia,Water Pollution,94.74,Very High
Zambia,Dissatisfaction with Spending Time in the City,79.17,High
Zambia,Dissatisfaction with Green and Parks in the City,61.84,High
Zimbabwe,Air Pollution,60.58,High
Zimbabwe,Drinking Water Pollution and Inaccessibility,71.88,High
Zimbabwe,Dissatisfaction with Garbage Disposal,77.78,High
Zimbabwe,Dirty and Untidy,76.34,High
Zimbabwe,Noise and Light Pollution,61.11,High
Zimbabwe,Water Pollution,84.72,Very High
Zimbabwe,Dissatisfaction with Spending Time in the City,63.43,High
Zimbabwe,Dissatisfaction with Green and Parks in the City,59.31,Moderate
